species,month,pounds_caught,year
flyingfish,february,0,2014
kelp greenling,february,0,2014
grenadier,february,181,2014
shovelnose guitarfish,february,0,2014
halfmoon,february,3,2014
california halibut,february,5979,2014
jacksmelt,february,0,2014
lingcod,february,0,2014
california lizardfish,february,2458,2014
louvar,february,0,2014
pacific mackerel,february,0,2014
jack mackerel,february,0,2014
unspecified mackerel,february,5,2014
opah,february,873,2014
opaleye,february,0,2014
pacific electric ray,february,0,2014
bat ray,february,0,2014
unspecified ray,february,0,2014
mexican rockfish,february,0,2014
aurora rockfish,february,0,2014
bank rockfish,february,85,2014
black-and-yellow rockfish,february,71,2014
black rockfish,february,0,2014
blackgill rockfish,february,40,2014
blue rockfish,february,68,2014
bocaccio rockfish,february,127,2014
brown rockfish,february,8,2014
chilipepper rockfish,february,45,2014
copper rockfish,february,185,2014
darkblotched rockfish,february,0,2014
flag rockfish,february,0,2014
gopher rockfish,february,28,2014
grass rockfish,february,1678,2014
greenspotted rockfish,february,32,2014
greenstriped rockfish,february,0,2014
group bolina rockfish,february,0,2014
group red rockfish,february,44,2014
group shelf rockfish,february,0,2014
kelp rockfish,february,0,2014
olive rockfish,february,46,2014
rosy rockfish,february,0,2014
speckled rockfish,february,0,2014
splitnose rockfish,february,0,2014
squarespot rockfish,february,0,2014
starry rockfish,february,15,2014
treefish rockfish,february,2,2014
unspecified rockfish,february,0,2014
vermilion rockfish,february,964,2014
widow rockfish,february,16,2014
yellowtail rockfish,february,0,2014
sablefish,february,22959,2014
chinook salmon,february,0,2014
pacific sanddab,february,0,2014
sanddab,february,122,2014
pacific sardine,february,0,2014
california scorpionfish,february,3,2014
white seabass,february,21391,2014
pacific angel shark,february,1574,2014
brown smoothhound shark,february,8,2014
horn shark,february,0,2014
leopard shark,february,207,2014
shortfin mako shark,february,25,2014
smooth hammerhead shark,february,0,2014
soupfin shark,february,209,2014
spiny dogfish shark,february,23,2014
thresher shark,february,595,2014
unspecified shark,february,0,2014
white shark,february,0,2014
california sheephead,february,1089,2014
longnose skate,february,7,2014
unspecified skate,february,181,2014
true smelts,february,0,2014
dover sole,february,9,2014
english sole,february,381,2014
fantail sole,february,0,2014
petrale sole,february,31,2014
rex sole,february,0,2014
rock sole,february,0,2014
sand sole,february,0,2014
unspecified sole,february,1446,2014
splittail,february,0,2014
stingray,february,0,2014
barred surfperch,february,78,2014
black surfperch,february,7,2014
rainbow surfperch,february,0,2014
unspecified surfperch,february,0,2014
swordfish,february,0,2014
longspine thornyhead,february,250,2014
shortspine thornyhead,february,5050,2014
thornyheads,february,0,2014
pacific tomcod,february,0,2014
albacore tuna,february,0,2014
bigeye tuna,february,15780,2014
bluefin tuna,february,0,2014
skipjack tuna,february,0,2014
yellowfin tuna,february,0,2014
turbot,february,0,2014
wahoo,february,484,2014
ocean whitefish,february,2,2014
pacific whiting,february,0,2014
yellowtail,february,0,2014
crustaceans,february,NA,2014
barnacle,february,0,2014
dungeness crab,february,0,2014
box crab,february,0,2014
brown rock crab,february,19745,2014
claws crab,february,141,2014
king crab,february,37,2014
red rock crab,february,64148,2014
rock unspecified crab,february,13469,2014
spider crab,february,2961,2014
spider/sheep claws crab,february,176,2014
yellow rock crab,february,28211,2014
california spiny lobster,february,26489,2014
golden prawn,february,0,2014
ridgeback prawn,february,48724,2014
spot prawn,february,14199,2014
ghost shrimp,february,0,2014
mantis shrimp,february,200,2014
red rock shrimp,february,0,2014
unspecified shrimp,february,0,2014
echinoderms,february,NA,2014
giant red sea cucumber,february,7382,2014
unspecified sea cucumber,february,85,2014
warty sea cucumber,february,12701,2014
purple sea urchin,february,603,2014
red sea urchin,february,546177,2014
keyhole limpet,february,0,2014
unspecified mollusk,february,0,2014
unspecified octopus,february,10,2014
sea hare,february,0,2014
sea snail,february,0,2014
top snail,february,0,2014
jumbo squid,february,0,2014
market squid,february,0,2014
kellet's whelk,february,3572,2014
dolphin (fish),february,255,2014
escolar,february,0,2014
california halibut,february,0,2014
opah,february,2335,2014
pacific pomfret,february,58,2014
white seabass,february,0,2014
shortfin mako shark,february,568,2014
swordfish,february,46,2014
albacore tuna,february,847,2014
bigeye tuna,february,7528,2014
skipjack tuna,february,55,2014
yellowfin tuna,february,0,2014
wahoo,february,328,2014
echinoderms,february,NA,2014
red sea urchin,february,0,2014
northern anchovy,march,3286,2014
california barracuda,march,0,2014
giant sea bass,march,38,2014
blacksmith,march,16,2014
pacific bonito,march,0,2014
butterfish (pacific pompano),march,888,2014
cabezon,march,0,2014
white croaker,march,71,2014
dolphin (fish),march,0,2014
california moray eel,march,0,2014
monkeyface (prickleback) eel,march,0,2014
escolar,march,1088,2014
unspecified fish,march,0,2014
arrowtooth flounder,march,0,2014
starry flounder,march,0,2014
unspecified flounder,march,0,2014
flyingfish,march,0,2014
kelp greenling,march,0,2014
grenadier,march,629,2014
shovelnose guitarfish,march,5,2014
halfmoon,march,0,2014
california halibut,march,2902,2014
jacksmelt,march,0,2014
lingcod,march,0,2014
california lizardfish,march,5707,2014
louvar,march,0,2014
pacific mackerel,march,10,2014
jack mackerel,march,0,2014
unspecified mackerel,march,0,2014
opah,march,2061,2014
opaleye,march,0,2014
pacific electric ray,march,0,2014
bat ray,march,31,2014
unspecified ray,march,0,2014
mexican rockfish,march,0,2014
aurora rockfish,march,0,2014
bank rockfish,march,0,2014
black-and-yellow rockfish,march,0,2014
black rockfish,march,0,2014
blackgill rockfish,march,1358,2014
blue rockfish,march,0,2014
bocaccio rockfish,march,0,2014
brown rockfish,march,0,2014
chilipepper rockfish,march,0,2014
copper rockfish,march,0,2014
darkblotched rockfish,march,0,2014
flag rockfish,march,0,2014
gopher rockfish,march,0,2014
grass rockfish,march,0,2014
greenspotted rockfish,march,0,2014
greenstriped rockfish,march,0,2014
group bolina rockfish,march,0,2014
group red rockfish,march,0,2014
group shelf rockfish,march,0,2014
kelp rockfish,march,0,2014
olive rockfish,march,0,2014
rosy rockfish,march,0,2014
speckled rockfish,march,0,2014
splitnose rockfish,march,10,2014
squarespot rockfish,march,0,2014
starry rockfish,march,0,2014
treefish rockfish,march,0,2014
unspecified rockfish,march,0,2014
vermilion rockfish,march,0,2014
widow rockfish,march,51,2014
yellowtail rockfish,march,0,2014
sablefish,march,29385,2014
chinook salmon,march,0,2014
pacific sanddab,march,0,2014
sanddab,march,108,2014
pacific sardine,march,0,2014
california scorpionfish,march,7,2014
white seabass,march,8511,2014
pacific angel shark,march,516,2014
brown smoothhound shark,march,9,2014
horn shark,march,0,2014
leopard shark,march,64,2014
shortfin mako shark,march,0,2014
smooth hammerhead shark,march,0,2014
soupfin shark,march,0,2014
spiny dogfish shark,march,0,2014
thresher shark,march,246,2014
unspecified shark,march,15,2014
white shark,march,0,2014
california sheephead,march,0,2014
longnose skate,march,115,2014
unspecified skate,march,500,2014
true smelts,march,0,2014
dover sole,march,26,2014
english sole,march,664,2014
fantail sole,march,12,2014
petrale sole,march,0,2014
rex sole,march,123,2014
rock sole,march,8,2014
sand sole,march,0,2014
unspecified sole,march,4009,2014
splittail,march,0,2014
stingray,march,0,2014
barred surfperch,march,132,2014
black surfperch,march,2,2014
rainbow surfperch,march,0,2014
unspecified surfperch,march,0,2014
swordfish,march,0,2014
longspine thornyhead,march,479,2014
shortspine thornyhead,march,5419,2014
thornyheads,march,0,2014
pacific tomcod,march,0,2014
albacore tuna,march,0,2014
bigeye tuna,march,4666,2014
bluefin tuna,march,0,2014
skipjack tuna,march,0,2014
yellowfin tuna,march,0,2014
turbot,march,0,2014
wahoo,march,194,2014
ocean whitefish,march,36,2014
pacific whiting,march,0,2014
yellowtail,march,0,2014
crustaceans,march,NA,2014
barnacle,march,5,2014
dungeness crab,march,1204,2014
box crab,march,0,2014
brown rock crab,march,23035,2014
claws crab,march,158,2014
king crab,march,3,2014
red rock crab,march,78050,2014
rock unspecified crab,march,13691,2014
spider crab,march,5462,2014
spider/sheep claws crab,march,32,2014
yellow rock crab,march,38923,2014
california spiny lobster,march,17945,2014
golden prawn,march,0,2014
ridgeback prawn,march,43627,2014
spot prawn,march,14004,2014
ghost shrimp,march,0,2014
mantis shrimp,march,97,2014
red rock shrimp,march,0,2014
unspecified shrimp,march,0,2014
echinoderms,march,NA,2014
giant red sea cucumber,march,6572,2014
unspecified sea cucumber,march,600,2014
warty sea cucumber,march,9210,2014
purple sea urchin,march,600,2014
red sea urchin,march,420093,2014
keyhole limpet,march,0,2014
unspecified mollusk,march,0,2014
unspecified octopus,march,9,2014
sea hare,march,0,2014
sea snail,march,0,2014
top snail,march,0,2014
jumbo squid,march,0,2014
market squid,march,0,2014
kellet's whelk,march,1165,2014
dolphin (fish),march,581,2014
escolar,march,533,2014
california halibut,march,0,2014
opah,march,7088,2014
pacific pomfret,march,136,2014
white seabass,march,0,2014
shortfin mako shark,march,779,2014
swordfish,march,460,2014
albacore tuna,march,2858,2014
bigeye tuna,march,15799,2014
skipjack tuna,march,72,2014
yellowfin tuna,march,0,2014
wahoo,march,1067,2014
echinoderms,march,NA,2014
red sea urchin,march,0,2014
northern anchovy,april,0,2014
california barracuda,april,0,2014
giant sea bass,april,83,2014
blacksmith,april,0,2014
pacific bonito,april,0,2014
butterfish (pacific pompano),april,1027,2014
cabezon,april,0,2014
white croaker,april,24,2014
dolphin (fish),april,0,2014
california moray eel,april,0,2014
monkeyface (prickleback) eel,april,0,2014
escolar,april,0,2014
unspecified fish,april,210,2014
arrowtooth flounder,april,0,2014
starry flounder,april,6,2014
unspecified flounder,april,0,2014
flyingfish,april,0,2014
kelp greenling,april,0,2014
grenadier,april,37,2014
shovelnose guitarfish,april,81,2014
halfmoon,april,0,2014
california halibut,april,1804,2014
jacksmelt,april,0,2014
lingcod,april,0,2014
california lizardfish,april,10797,2014
louvar,april,0,2014
pacific mackerel,april,79,2014
jack mackerel,april,0,2014
unspecified mackerel,april,0,2014
opah,april,0,2014
opaleye,april,0,2014
pacific electric ray,april,0,2014
bat ray,april,42,2014
unspecified ray,april,0,2014
mexican rockfish,april,0,2014
aurora rockfish,april,0,2014
bank rockfish,april,0,2014
black-and-yellow rockfish,april,0,2014
black rockfish,april,0,2014
blackgill rockfish,april,475,2014
blue rockfish,april,0,2014
bocaccio rockfish,april,0,2014
brown rockfish,april,1,2014
chilipepper rockfish,april,0,2014
copper rockfish,april,0,2014
darkblotched rockfish,april,0,2014
flag rockfish,april,0,2014
gopher rockfish,april,0,2014
grass rockfish,april,0,2014
greenspotted rockfish,april,0,2014
greenstriped rockfish,april,0,2014
group bolina rockfish,april,0,2014
group red rockfish,april,0,2014
group shelf rockfish,april,0,2014
kelp rockfish,april,0,2014
olive rockfish,april,0,2014
rosy rockfish,april,0,2014
speckled rockfish,april,0,2014
splitnose rockfish,april,0,2014
squarespot rockfish,april,0,2014
starry rockfish,april,0,2014
treefish rockfish,april,0,2014
unspecified rockfish,april,0,2014
vermilion rockfish,april,0,2014
widow rockfish,april,0,2014
yellowtail rockfish,april,0,2014
sablefish,april,16467,2014
chinook salmon,april,0,2014
pacific sanddab,april,0,2014
sanddab,april,106,2014
pacific sardine,april,0,2014
california scorpionfish,april,0,2014
white seabass,april,577,2014
pacific angel shark,april,1355,2014
brown smoothhound shark,april,21,2014
horn shark,april,0,2014
leopard shark,april,0,2014
shortfin mako shark,april,0,2014
smooth hammerhead shark,april,0,2014
soupfin shark,april,0,2014
spiny dogfish shark,april,0,2014
thresher shark,april,0,2014
unspecified shark,april,0,2014
white shark,april,0,2014
california sheephead,april,0,2014
longnose skate,april,35,2014
unspecified skate,april,586,2014
true smelts,april,0,2014
dover sole,april,34,2014
english sole,april,580,2014
fantail sole,april,17,2014
petrale sole,april,0,2014
rex sole,april,0,2014
rock sole,april,14,2014
sand sole,april,0,2014
unspecified sole,april,3204,2014
splittail,april,0,2014
stingray,april,0,2014
barred surfperch,april,56,2014
black surfperch,april,0,2014
rainbow surfperch,april,0,2014
unspecified surfperch,april,0,2014
swordfish,april,0,2014
longspine thornyhead,april,0,2014
shortspine thornyhead,april,4195,2014
thornyheads,april,0,2014
pacific tomcod,april,0,2014
albacore tuna,april,0,2014
bigeye tuna,april,0,2014
bluefin tuna,april,0,2014
skipjack tuna,april,0,2014
yellowfin tuna,april,0,2014
turbot,april,0,2014
wahoo,april,0,2014
ocean whitefish,april,9,2014
pacific whiting,april,0,2014
yellowtail,april,0,2014
crustaceans,april,NA,2014
barnacle,april,0,2014
dungeness crab,april,0,2014
box crab,april,90,2014
brown rock crab,april,19504,2014
claws crab,april,14,2014
king crab,april,1402,2014
red rock crab,april,90162,2014
rock unspecified crab,april,17847,2014
spider crab,april,7847,2014
spider/sheep claws crab,april,6,2014
yellow rock crab,april,33837,2014
california spiny lobster,april,0,2014
golden prawn,april,0,2014
ridgeback prawn,april,40297,2014
spot prawn,april,13562,2014
ghost shrimp,april,0,2014
mantis shrimp,april,0,2014
red rock shrimp,april,0,2014
unspecified shrimp,april,0,2014
echinoderms,april,NA,2014
giant red sea cucumber,april,3742,2014
unspecified sea cucumber,april,0,2014
